group,variable,col,value
27/11/19,Apia,Change,"[{""url"":""https://www.apia.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.apia.com.au/car-insurance.html"",""removed_content"":[""CLOUD, getContent, 7ms"",""y_2019, m_11, d_24, h_1""],""added_content"":[""y_2019, m_11, d_24, h_14"",""CLOUD, getContent, 356ms""],""content_changed"":true},{""url"":""https://www.apia.com.au/home-insurance.html"",""removed_content"":[""y_2019, m_11, d_24, h_1"",""CLOUD, getContent, 324ms""],""added_content"":[""CLOUD, getContent, 359ms"",""y_2019, m_11, d_24, h_14""],""content_changed"":true},{""url"":""https://www.apia.com.au/travel-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
27/11/19,Suncorp,Change,"[{""url"":""https://www.suncorp.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/home.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/car.html"",""removed_content"":[""CLOUD, getContent, 83ms""],""added_content"":[""CLOUD, getContent, 87ms""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/life.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/health.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/travel.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
27/11/19,QBE,No Change,"[{""url"":""https://www.qbe.com/au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.qbe.com/au/motor-vehicle-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.qbe.com/au/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.qbe.com/au/business-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,Huddle,No Change,"[{""url"":""https://huddle.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://huddle.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://huddle.com.au/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://huddle.com.au/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,NRMA,No Change,"[{""url"":""https://www.nrma.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.nrma.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.nrma.com.au/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.nrma.com.au/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,Woolworths,Change,"[{""url"":""https://insurance.woolworths.com.au"",""removed_content"":[""Offer available to new Woolworths Pet Insurance policyholders who purchased their policy between 7 January 2019 to 31 December 2019, limited to 1 membership per eligible policy.""],""added_content"":[""Offer available to new Woolworths Pet Insurance policyholders who purchased their policy between 7 January 2019 to 31 December 2020, limited to 1 membership per eligible policy.""],""content_changed"":true},{""url"":""https://insurance.woolworths.com.au/car-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://insurance.woolworths.com.au/travel-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://insurance.woolworths.com.au/home-insurance.html"",""removed_content"":[""Pick the 2017 winners of Mozo's Experts Choice for Low Cost Home and Contents Insurance""],""added_content"":[""Pick the winner of Mozo Experts Choice Awards for Exceptional Value Low Cost Home & Contents Insurance (2017) and for Exceptional Value Standard Home & Contents Cover (2019)""],""content_changed"":true}]"
26/11/19,Youi,Change,"[{""url"":""https://www.youi.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.youi.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.youi.com.au/motorcycle-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.youi.com.au/home-insurance"",""removed_content"":[""We'll listen."",""And that's important to us."",""You've made it yours."",""the home insurance cover you want, at the best price."",""Tell us about your home."",""And then work with you to make sure you've got""],""added_content"":[""Because when it comes to getting a home insurance quote or making a claim, what matters to you, matters to us."",""and that matters to us."",""It matters to you,"",""We’ll listen to what’s important to you about your home."",""We treat you as an individual.""],""content_changed"":true}]"
26/11/19,Budget Direct,No Change,"[{""url"":""https://www.budgetdirect.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.budgetdirect.com.au/car-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.budgetdirect.com.au/home-contents-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.budgetdirect.com.au/travel-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,Bingle,No Change,"[{""url"":""https://www.bingle.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,Coles,No Change,"[{""url"":""https://financialservices.coles.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://financialservices.coles.com.au/insurance/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://financialservices.coles.com.au/insurance/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://financialservices.coles.com.au/insurance/travel-insurance-existing-policyholders"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,Real Insurance,Change,"[{""url"":""https://www.realinsurance.com.au"",""removed_content"":[""3"",""Save up to $220 with Pay As You Drive Car Insurance."",""Save big!"",""Drive less.""],""added_content"":[""1"",""Save up to 10% when you buy Real Car Insurance online""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/landlords-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/life-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/income-protection-insurance"",""removed_content"":[""4.3"",""334""],""added_content"":[""346"",""4.5""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/pet-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/funeral-insurance"",""removed_content"":[""4.8"",""1,393""],""added_content"":[""1,354"",""4.6""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/bike-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,Virgin Money,No Change,"[{""url"":""https://virginmoney.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/income-protection"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/life-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,AAMI,Change,"[{""url"":""https://www.aami.com.au"",""removed_content"":[""Privacy Policy"",""and the operator's"",""Use of Suncorp Benefits is subject to its"",""is operated by Loyalty Corp Australia Services Pty Ltd ABN 39 615 958 873, available to eligible Suncorp Network brand customers."",""Disclaimer"",""Suncorp Benefits""],""added_content"":[""Purchase limits apply to each individual retailer."",""privacy policy"",""See full"",""To register for Suncorp Benefits you must hold a current eligible personal policy or an eligible personal product or service from one of the brands in the Suncorp Network brand."",""The Reward and Recognition program (\""Suncorp Benefits\"") is being operated by EONX Services Pty Ltd ABN 39 615 958 873."",""Use of Suncorp Benefits is subject to the operator’s""],""content_changed"":true},{""url"":""https://www.aami.com.au/car-insurance.html"",""removed_content"":[""Privacy Policy"",""and the operator's"",""CLOUD, getContent, 294ms"",""Use of Suncorp Benefits is subject to its"",""is operated by Loyalty Corp Australia Services Pty Ltd ABN 39 615 958 873, available to eligible Suncorp Network brand customers."",""Disclaimer"",""Suncorp Benefits""],""added_content"":[""Purchase limits apply to each individual retailer."",""privacy policy"",""See full"",""To register for Suncorp Benefits you must hold a current eligible personal policy or an eligible personal product or service from one of the brands in the Suncorp Network brand."",""CLOUD, getContent, 406ms"",""The Reward and Recognition program (\""Suncorp Benefits\"") is being operated by EONX Services Pty Ltd ABN 39 615 958 873."",""Use of Suncorp Benefits is subject to the operator’s""],""content_changed"":true},{""url"":""https://www.aami.com.au/home-insurance.html"",""removed_content"":[""CLOUD, getContent, 42ms"",""y_2019, m_11, d_23, h_13"",""Anonymous"",""Disclaimer""],""added_content"":[""Purchase limits apply to each individual retailer."",""privacy policy"",""See full"",""y_2019, m_11, d_25, h_1"",""To register for Suncorp Benefits you must hold a current eligible personal policy or an eligible personal product or service from one of the brands in the Suncorp Network brand."",""The Reward and Recognition program (\""Suncorp Benefits\"") is being operated by EONX Services Pty Ltd ABN 39 615 958 873."",""PM55"",""CLOUD, getContent, 928ms"",""Use of Suncorp Benefits is subject to the operator’s""],""content_changed"":true},{""url"":""https://www.aami.com.au/health-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.aami.com.au/travel-insurance.html"",""removed_content"":[""CLOUD, getContent, 83ms"",""Anonymous"",""y_2019, m_11, d_23, h_13""],""added_content"":[""CLOUD, getContent, 132ms"",""Izzy1109"",""y_2019, m_11, d_25, h_1""],""content_changed"":true},{""url"":""https://www.aami.com.au/travel-insurance.html"",""removed_content"":[""CLOUD, getContent, 83ms"",""Anonymous"",""y_2019, m_11, d_23, h_13""],""added_content"":[""CLOUD, getContent, 132ms"",""Izzy1109"",""y_2019, m_11, d_25, h_1""],""content_changed"":true},{""url"":""https://www.aami.com.au/life-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.aami.com.au/business-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
26/11/19,Apia,Change,"[{""url"":""https://www.apia.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.apia.com.au/car-insurance.html"",""removed_content"":[""y_2019, m_11, d_19, h_19"",""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3-b1"",""CLOUD, getContent, 39ms""],""added_content"":[""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3"",""CLOUD, getContent, 7ms"",""y_2019, m_11, d_24, h_1""],""content_changed"":true},{""url"":""https://www.apia.com.au/home-insurance.html"",""removed_content"":[""bvseo_bulk, prod_bvrr, vn_bulk_3.0.2"",""y_2019, m_11, d_19, h_1"",""CLOUD, getContent, 10ms""],""added_content"":[""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3"",""CLOUD, getContent, 324ms"",""y_2019, m_11, d_24, h_1""],""content_changed"":true},{""url"":""https://www.apia.com.au/travel-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
